Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.814442857142857,0.8300428571428572,0.6940571428571428,0.7623428571428571,0.723657142857143,0.6983428571428572,0.7000000000000001,LogisticRegression,Mean
0.35657495171489006,0.36167892693724385,0.29767799077270757,0.320438578915122,0.31306850079571436,0.30045120434186345,0.30079476945806977,LogisticRegression,Std
0.8116285714285716,0.8154714285714285,0.6956,0.7466,0.7163428571428571,0.6892571428571428,0.6906142857142857,ExtraTreesClassifier,Mean
0.35478035794129353,0.3526748725303317,0.2938610896324997,0.31225490655339055,0.3077547229918812,0.29428272039623654,0.2949117688878683,ExtraTreesClassifier,Std
0.8173285714285715,0.8245857142857143,0.7072571428571427,0.7650714285714285,0.7340857142857142,0.7103857142857144,0.7114857142857142,GradientBoostingClassifier,Mean
0.35594837975136095,0.35807228985486267,0.3043774677224693,0.31857187945729354,0.3118934242577713,0.29928940525056696,0.299468014032503,GradientBoostingClassifier,Std
0.8137857142857142,0.8312857142857143,0.7510714285714286,0.7149571428571427,0.7304857142857142,0.7043571428571428,0.7051571428571428,SGDClassifier,Mean
0.3560285729571501,0.36277064117047575,0.3142103685658475,0.30656639224993804,0.3129402308672346,0.300064586698391,0.30026928945610837,SGDClassifier,Std
0.8174428571428571,0.8264428571428571,0.7196428571428569,0.7542285714285715,0.7359857142857142,0.7122714285714284,0.7127142857142857,LGBMClassifier,Mean
0.3535843268450628,0.3603424845760991,0.30113687838557657,0.3115945534092111,0.3065481062224515,0.2933976466293127,0.2935930257378481,LGBMClassifier,Std
