Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.846,0.8374285714285714,0.6814999999999999,0.7892142857142858,0.7307,0.7249285714285715,0.7272714285714287,LGBMClassifier,Mean
0.3710031671023847,0.36530979416693127,0.27818292542857476,0.3306652709743971,0.30212320886243305,0.2989491579643921,0.3002784858221099,LGBMClassifier,Std
0.8421714285714286,0.8341714285714286,0.6538714285714285,0.7333,0.6904000000000001,0.6825857142857142,0.6840714285714286,RandomForestClassifier,Mean
0.36922908748853883,0.3622963598781423,0.26719697923869895,0.30328349773767777,0.2845065728590466,0.2804624539849106,0.28117918791099333,RandomForestClassifier,Std
0.8410000000000001,0.8371999999999999,0.6787285714285715,0.6964571428571428,0.6839142857142857,0.6754714285714286,0.6765285714285714,ExtraTreesClassifier,Mean
0.3690570055334722,0.3647066263907654,0.27440810674544414,0.2910948806210949,0.2840243617988395,0.27973058892611724,0.2800980882612715,ExtraTreesClassifier,Std
0.8431857142857142,0.8329285714285714,0.7134,0.7105571428571428,0.7101428571428571,0.7028285714285714,0.7033000000000001,LogisticRegression,Mean
0.36984782198705923,0.3579165531902919,0.29143122115975606,0.2966525569143295,0.2948932510652109,0.29103492181228996,0.29129841514616356,LogisticRegression,Std
0.8455000000000001,0.8319857142857143,0.6836857142857143,0.7764428571428572,0.7257428571428572,0.7197000000000001,0.7217285714285715,GradientBoostingClassifier,Mean
0.37039646326605224,0.36080345724771645,0.27595282464321946,0.32224105292540894,0.29711627834425847,0.29380612088019314,0.2949822238389161,GradientBoostingClassifier,Std
