Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.8178857142857144,0.8272428571428571,0.7089142857142857,0.7683714285714286,0.7353428571428572,0.7120142857142858,0.7133142857142858,GradientBoostingClassifier,Mean
0.35677891113205024,0.35965671529549237,0.30076712712978587,0.3217730241142335,0.31357897919101047,0.3013813665362179,0.3016754957929211,GradientBoostingClassifier,Std
0.8169714285714286,0.8309714285714286,0.7023285714285713,0.7687571428571428,0.7320285714285714,0.7081857142857143,0.7096999999999999,LogisticRegression,Mean
0.3568825890695039,0.3618797485090211,0.303391934161549,0.32145567271990944,0.3145417286269328,0.3022331904814086,0.30249312939855894,LogisticRegression,Std
0.8128142857142857,0.8198857142857143,0.6904428571428571,0.7553714285714286,0.7186428571428571,0.6923,0.6937571428571429,LGBMClassifier,Mean
0.3563283992263851,0.35837879600859684,0.29319211481633706,0.320670992941809,0.31078044156147094,0.2981046292830757,0.298666139455317,LGBMClassifier,Std
0.8160285714285713,0.8185857142857144,0.709542857142857,0.7558,0.7302857142857143,0.7057857142857141,0.7065857142857144,ExtraTreesClassifier,Mean
0.3570180560993413,0.3548958975463623,0.2992247419423671,0.32313734953834516,0.31296836596569644,0.3008066456965971,0.3013432617938742,ExtraTreesClassifier,Std
0.8096857142857142,0.8146714285714286,0.6786428571428571,0.7443857142857143,0.7085857142857143,0.6804285714285714,0.6817285714285715,RandomForestClassifier,Mean
0.3530387345536437,0.3484693325305481,0.28413231575648495,0.31468276315771004,0.3001246820271614,0.2859627698045424,0.28669641152437253,RandomForestClassifier,Std
