Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.8336714285714285,0.8354285714285714,0.7259142857142857,0.7332000000000001,0.7271714285714285,0.7142714285714286,0.7146142857142858,LogisticRegression,Mean
0.3667807188420429,0.36285161666208093,0.3085215250652236,0.3147880027362331,0.3157142258133966,0.3096208741578734,0.30969071899004563,LogisticRegression,Std
0.8292857142857143,0.8368000000000001,0.6682571428571429,0.7350142857142856,0.6964142857142858,0.6812142857142858,0.6826857142857142,ExtraTreesClassifier,Mean
0.36445483683885727,0.3651183871933413,0.28083058865410215,0.31074060151285576,0.30023208483089336,0.2929869475395984,0.29371530109144484,ExtraTreesClassifier,Std
0.8339857142857142,0.8381,0.6794714285714286,0.7739571428571429,0.7209000000000001,0.7083285714285715,0.710657142857143,GradientBoostingClassifier,Mean
0.36592089504231845,0.3659436841919806,0.28101726942358135,0.3308998632876864,0.3064957041569534,0.300222299384338,0.30181874724820557,GradientBoostingClassifier,Std
0.8333428571428572,0.8295285714285715,0.6701285714285714,0.772942857142857,0.7163,0.7034142857142858,0.7058714285714285,LGBMClassifier,Mean
0.3650785753649154,0.36099388597909204,0.27758115758750457,0.32852635032390154,0.30222503205393164,0.2956000249693913,0.2970089376561235,LGBMClassifier,Std
0.8266428571428571,0.8325142857142859,0.6105285714285714,0.7612714285714285,0.6711571428571429,0.6547571428571429,0.6603714285714286,RandomForestClassifier,Mean
0.3638563308832341,0.36305996487527803,0.2535836792479996,0.3182168061468245,0.2906234955926244,0.28327650718654646,0.28639840382635817,RandomForestClassifier,Std
