Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.8450571428571428,0.8383285714285714,0.6719857142857143,0.7793428571428571,0.7186714285714286,0.7124142857142857,0.7155285714285714,LGBMClassifier,Mean
0.37024448164756785,0.36537240232528834,0.26900979182036866,0.3251394821567243,0.2936730876007408,0.29032386185414516,0.2922737912431066,LGBMClassifier,Std
0.8438285714285715,0.8344714285714286,0.7142285714285714,0.7205285714285715,0.7160714285714285,0.7090857142857142,0.7094428571428572,LogisticRegression,Mean
0.3695738343655014,0.35972869737384827,0.2904437967105151,0.2958761830805003,0.2935852557281315,0.2898351740131589,0.2899958037463235,LogisticRegression,Std
0.8415142857142859,0.8362857142857142,0.7002142857142857,0.6925428571428572,0.6928857142857143,0.6847000000000001,0.6855714285714285,ExtraTreesClassifier,Mean
0.3696297355849113,0.36476508160993804,0.28520425095342594,0.2922830925498021,0.2907263285208928,0.2865868338450553,0.28693842959936955,ExtraTreesClassifier,Std
0.8420714285714286,0.8332428571428573,0.6537714285714287,0.7306285714285715,0.6875,0.6796571428571428,0.6816857142857142,RandomForestClassifier,Mean
0.36888423077475907,0.3587534569270976,0.2615524084785923,0.3044619227111206,0.28064588006952823,0.27663459567416643,0.2777926530620241,RandomForestClassifier,Std
0.8451571428571427,0.8361142857142857,0.6865,0.7656142857142856,0.7231,0.7168571428571429,0.7182999999999998,GradientBoostingClassifier,Mean
0.3706318427457938,0.36435548314144817,0.27958261748542235,0.32187527827079976,0.2991374377550671,0.2957227860522016,0.29653787841241014,GradientBoostingClassifier,Std
