Accuracy,AUC,Recall,Prec.,F1,Kappa,MCC,Model,Type
0.8341714285714286,0.8336571428571428,0.7265571428571428,0.7386571428571428,0.7299428571428571,0.7173142857142857,0.7179285714285714,LogisticRegression,Mean
0.3655305810931361,0.36145584265643876,0.30720240264437415,0.3075641876483826,0.3104369654596719,0.30385575211807014,0.3039470552266503,LogisticRegression,Std
0.8315857142857144,0.8346857142857143,0.6800714285714287,0.7461,0.7101571428571428,0.6961857142857142,0.6973571428571429,ExtraTreesClassifier,Mean
0.3646907979305731,0.36554282662259713,0.2903160560164601,0.31333149644851643,0.3031348591916523,0.2960762988857851,0.2964119703899898,ExtraTreesClassifier,Std
0.8333857142857142,0.8373571428571429,0.691342857142857,0.7683999999999999,0.7194714285714285,0.7065285714285715,0.7095428571428571,GradientBoostingClassifier,Mean
0.36626263540694143,0.36485977149741083,0.2897203528527861,0.31599821729454947,0.31306418252644674,0.3067412466248261,0.30677223286526906,GradientBoostingClassifier,Std
0.8323285714285715,0.8306142857142856,0.6758857142857143,0.7594857142857142,0.7124714285714286,0.6989285714285713,0.7005857142857141,LGBMClassifier,Mean
0.36658255875171203,0.3611812307257555,0.287624404554339,0.3264746719556839,0.310854669764322,0.3047167576306764,0.3057397991134042,LGBMClassifier,Std
0.8334714285714286,0.8326857142857144,0.7496714285714285,0.7155142857142857,0.7302,0.7171571428571429,0.7178285714285716,SGDClassifier,Mean
0.3648367110287638,0.36115003543574253,0.31600251958006975,0.2980373322732765,0.3089451731294729,0.3020546852097197,0.3023115264881891,SGDClassifier,Std
0.8268142857142857,0.8340857142857143,0.6208285714285715,0.7478142857142857,0.6744571428571428,0.6580857142857143,0.6621285714285715,RandomForestClassifier,Mean
0.36340839023781235,0.3614029580609961,0.25555495634850384,0.31958522300304304,0.28792329335630845,0.2802799162062302,0.28313223479666244,RandomForestClassifier,Std
0.8267142857142856,0.8268571428571428,0.6782,0.6982571428571429,0.6874428571428571,0.6707428571428572,0.6709857142857143,AdaBoostClassifier,Mean
0.36117721609837383,0.36035791863619354,0.28311622466165137,0.289505905853075,0.28680895416718805,0.27822336863955704,0.2783046138590557,AdaBoostClassifier,Std
